novelty	novelty_sigma	transience	transience_sigma	resonance	resonance_sigma	nslices	tslices	member-ref	role	date	speech_id
0.002939527180647475	0.0024945740162919477	0.002500446436477008	0.0008322014417630868	0.0004390807441704671	0.0016633877290275173	0	98				
0.003318926346176929	0.002072566114231764	0.002628204112491088	0.0007593409693354381	0.000690722233685841	0.001415953541783601	0	98				
0.003257894391307351	0.0023623687701899406	0.0024325184963334043	0.0010442198507422174	0.0008253758949739467	0.001703294310466079	0	98				
0.004057932654651859	0.0025221571770200693	0.0030175033175743765	0.0009107515593781862	0.0010404293370774825	0.0017164543681991277	0	98				
0.0031255301938944305	0.0023887250550129044	0.002616941159496177	0.001154794562273401	0.0005085890343982536	0.0017717598086431528	0	98				
0.0030282926253746185	0.0022110195161123107	0.002417594619220582	0.0009478652717210869	0.0006106980061540367	0.0015794423939166989	0	98				
0.00483962971598053	0.0022660557853283808	0.003964840051423673	0.0011753969993129733	0.0008747896645568565	0.001720726392320677	0	98				
0.0040541561946843595	0.0020108775487610304	0.003029019003036218	0.0007861558634590992	0.0010251371916481416	0.0013985167061100648	0	98				
0.0028647790299282704	0.0018390437180707433	0.0024257859674673096	0.0009424521091739359	0.0004389930624609608	0.0013907479136223396	0	98				
0.003083642075143263	0.002111115819187665	0.0024201969360129715	0.0008960577721782987	0.0006634451391302914	0.0015035867956829819	0	98				
0.0032178555204173272	0.002453099183251605	0.0026709033776101967	0.001123689307818313	0.0005469521428071306	0.0017883942455349591	0	98				
0.0031439043618847833	0.0025741347971234944	0.002703216775127323	0.0011965511818399722	0.00044068758675746026	0.0018853429894817334	0	98				
0.0028131845418969243	0.002122618472982096	0.002721562124673562	0.001064910423024631	9.162241722336217e-05	0.0015937644480033635	0	98				
0.003075123500628843	0.0019767528347608538	0.002757738444916983	0.0008069522920698366	0.00031738505571185993	0.0013918525634153453	0	98				
0.00398042710952632	0.0015157248299102841	0.003080382462951119	0.0008949757262579435	0.0009000446465752014	0.001205350278084114	0	98				
0.004187636894902993	0.0015168997602362394	0.0031611960696169123	0.0010743541345679436	0.0010264408252860804	0.0012956269474020915	0	98				
0.004388409749909582	0.0012686514612301665	0.0033129376089850796	0.0012735390628923855	0.0010754721409245022	0.001271095262061276	0	98				
0.0045946942912021525	0.0015743374746797693	0.0035873943368712117	0.0013517599052264649	0.0010072999543309408	0.001463048689953117	0	98				
0.003105861588593152	0.0017692741165894438	0.0023055215265775624	0.0009226128761136543	0.0008003400620155898	0.001345943496351549	0	98				
0.0034483292698962915	0.0013546366608096492	0.0031415571786144653	0.0009893238259333153	0.00030677209128182614	0.0011719802433714822	0	98				
0.0033047081662800877	0.0018195253000390945	0.002415353382607707	0.0007506424770094996	0.0008893547836723806	0.0012850838885242971	0	98				
0.00423094158473576	0.001026396042216843	0.003692272430086042	0.0013415197110320256	0.0005386691546497178	0.0011839578766244343	0	98				
0.003345315028384194	0.001890483316748231	0.002294677033357382	0.0010768399720692823	0.001050637995026812	0.0014836616444087567	0	98				
0.0029213534145850076	0.0022037353295777684	0.0019218295020464646	0.0008586487039759994	0.000999523912538543	0.001531192016776884	0	98				
0.003355968904878934	0.0020411966915362834	0.0022212980322411638	0.0009976786909503448	0.0011346708726377702	0.0015194376912433141	0	98				
0.003513976461295012	0.001376392162041602	0.002917894512953238	0.0010929388503402677	0.0005960819483417741	0.001234665506190935	0	98				
0.004242677311042837	0.0017449034487050927	0.003567392623903644	0.0014065054928801824	0.0	0.0	0	98				
0.003965421130107671	0.0018925239575926641	0.0030062692720955997	0.001319286607264525	0.0	0.0	0	98				
0.0028610539983471212	0.001718374791117789	0.0016068321044682566	0.0008418028491955781	0.0	0.0	0	98				
0.003106326568477977	0.002417130661861542	0.0012226070477615726	0.0007596294955313311	0.0	0.0	0	98				
0.003072724497137818	0.002184540844230838	0.0011915265349003593	0.0008247359296212782	0.0	0.0	0	98				
0.003068145725288523	0.002325569500492861	0.0009791987439742888	0.0007174008005882831	0.0	0.0	0	98				
0.0029460527606662893	0.002173277827171144	0.0011284241321690186	0.0011284241321690186	0.0	0.0	0	98				
0.003788810731934847	0.0024210941942643684	0.0	0.0	0.0	0.0	0	98				
0.0028279546018045074	0.0017901190483659661	0.0	0.0	0.0	0.0	0	98				
0.0030262881089088505	0.001901295184248994	0.0	0.0	0.0	0.0	0	98				
